id,title,title_original,director_id,release_date,mins,country,genre,imdb,youtube,youtube_title,wikipedia,famous,itunes
anna-s-meetings,Anna's Meetings,Les rendez-vous d’Anna,akerman-chantal,1978-10-09,127,France-Belgium-West Germany,Drama,http://www.imdb.com/title/tt0078152/?ref_=ttrel_rel_tt,WJu-cX26Kqs,Les rendez-vous d'Anna (1978),,1,
from-the-east,From the East,D'Est,akerman-chantal,1993-08-01,107,Belgium-France-Portugal,Documentary,http://www.imdb.com/title/tt0106642/?ref_=ttrel_rel_tt,ogdA5s81uBc,Chantal Akerman D'Est,https://en.wikipedia.org/wiki/D%27Est,1,
autumn-leaves ,Autumn Leaves ,Autumn Leaves ,aldrich-robert,1956-06-01,107,USA,Drama,http://www.imdb.com/title/tt0048967/?ref_=ttrel_rel_tt,,,,0,
interiors_1978,Interiors,Interiors,allen-woody,1978-08-02,93,USA,Drama,http://www.imdb.com/title/tt0077742/?ref_=fn_al_tt_1,2T_dGcXaqFg,Trailer,,1,
another-woman_1988,Another Woman,Another Woman,allen-woody,1988-10-14,84,USA,Drama,http://www.imdb.com/title/tt0094663/?ref_=ttrel_rel_tt,_S4o2pBBFKY,Excerpt - Another Woman (1988),,1,
short-cuts_1993,Short Cuts,Short Cuts,altman-robert,1993-09-04,189,USA,Drama,http://www.imdb.com/title/tt0108122/?ref_=ttrel_rel_tt,YK_PoMY0MOw,Short Cuts - Trailer 1993,,1,
hanoi_tuesday-13th,Hanoi  Tuesday 13th,Hanoi  martes 13,alvarez-santiago,1968-06-01,38,Cuba,Short-Documentary,http://www.imdb.com/title/tt0150818/?ref_=ttrel_rel_tt,mmvxcpN_pxo,PART ONE - Hanoi  Martes 13 (1967) - Santiago Alvarez Ramon,,1,
If_1968,If,If,anderson-lindsay,1968-12-19,111,UK,Drama,http://www.imdb.com/title/tt0063850/?ref_=ttrel_rel_tt,X_68miSOU78,Trailer,https://en.wikipedia.org/wiki/If....,1,
rushmore,Rushmore,Rushmore,anderson-wes,1998-09-17,93,USA,Comedy,http://www.imdb.com/title/tt0128445/?ref_=ttrel_rel_tt,GxCNDpvGyss,Trailer,,1,
landscape-in-the-mist,Landscape in the Mist,Topio stin omichli,angelopoulos-theo,1988-08-31,127,Greece-Italy-France,Drama,http://www.imdb.com/title/tt0096288/?ref_=ttrel_rel_tt,PVTtV5xqgM,Landscape in the Mist - Snowfall Scene,,1,
eternity-and-a-day,Eternity and a Day,Mia aioniotita kai mia mera,angelopoulos-theo,1998-05-23,132,Greece-France-Italy-Germany,Drama,http://www.imdb.com/title/tt0156794/?ref_=ttrel_rel_tt,SMOZx2xabJE,Eternity and a Day — The Unknown Neighbour,,1,
42-up,42 Up,42 Up,apted-michael,1998-07-21,139,UK,Documentary-Biography ,http://www.imdb.com/title/tt0164312/?ref_=ttrel_rel_tt,KDyWjVBeM1E,42 up 1998,https://en.wikipedia.org/wiki/Up_Series,1,
cook_1918,The Cook,The Cook ,arbuckle-roscoe_fatty,1918-09-15,22,USA,Comedy-Short ,http://www.imdb.com/title/tt0008975/?ref_=ttrel_rel_tt,ErcHze7Ydxw,The Cook (1918) -  Roscoe 'Fatty' Arbuckle & Buster Keaton,,1,
man-in-grey_1943,The Man in Grey,The Man in Grey,arliss-leslie,1943-08-06,116,UK,Drama-History-Romance,http://www.imdb.com/title/tt0036135/?ref_=nm_knf_t1,A_TekKYWBj0,Trailer,,1,
pi_1998,Pi,Pi,aronofsky-darren,1998-07-10,84,USA,Drama-Horror-Mystery,http://www.imdb.com/title/tt0138704/?ref_=ttrel_rel_tt,jo18VIoR2xU,Trailer,,1,
wrestler,The Wrestler,The Wrestler,aronofsky-darren,2008-09-05,109,USA,Drama-Sport,http://www.imdb.com/title/tt1125849/?ref_=ttrel_rel_tt,000VgBmiWZw,Trailer,,1,
late-august_early-september,Late August  Early September,Fin août  début septembre,assayas-olivier,1998-09-14,111,France,Drama-Romance ,http://www.imdb.com/title/tt0167925/?ref_=ttrel_rel_tt,p2qYzZqBd4s,"""Fin août début septembre"" d'Olivier Assayas",,1,
shadowlands_1993,Shadowlands,Shadowlands,attenborough-richard,1993-12-25,131,UK,Biography-Drama-Romance,http://www.imdb.com/title/tt0108101/?ref_=ttrel_rel_tt,zfkmfRX4X4,Trailer,,1,
love-story_douce_1943,Love Story,Douce,autant-lara-claude,1943-11-10,111,France,Romance-Drama,http://www.imdb.com/title/tt0035823/?ref_=ttrel_rel_tt,6o4PAUyy3Iw,Douce (1943) Fragment,,1,
red-hot-riding-hood,Red Hot Riding Hood,Red Hot Riding Hood,avery-tex,1943-05-08,7,USA,Animated-Comedy-Short,http://www.imdb.com/title/tt0036295/?ref_=ttrel_rel_tt,wGImmmXZUUM,Red Hot Riding Hood  (1943) Fragment,,1,
who-killed-who,Who Killed Who?,Who Killed Who?,avery-tex,1943-06-19,8,USA,Animation-Mystery-Comedy,http://www.imdb.com/title/tt0036535/?ref_=ttrel_rel_tt,BgbVEqs3HMg,Who Killed Who (1943) Fragment,,1,
night-to-remember_1958,A Night to Remember,A Night to Remember,baker-roy-ward,1958-07-01,123,UK,Biography-Drama-History,http://www.imdb.com/title/tt0051994/?ref_=ttrel_rel_tt,3ftYho4K3FQ,A Night to Remember 1958 Full Movie (HD),,1,
house-on-trubnaya-square,The House on Trubnaya Square,Dom na Trubnoy,barnet-boris,1928-08-31,64,USSR,Comedy,http://www.imdb.com/title/tt0018841/?ref_=ttrel_rel_tt,g_hI0LBiycg,Dom Na Trubnoy (1928),,1,
armageddon_1998,Armageddon ,Armageddon ,bay-michael,1998-06-30,151,USA,Action-Adventure-Sci-Fi,http://www.imdb.com/title/tt0120591/?ref_=ttrel_rel_tt,kg_jH47u480,Trailer,,1,
it-happened-at-the-inn,It Happened at the Inn,Goupi mains rouges,becker-jacques,1943-04-14,104,France,Comedy-Drama-Mystery,http://www.imdb.com/title/tt0035951/?ref_=ttrel_rel_tt,qoND_z6R4yU,Goupi Mains Rouges - Bande annonce du film,,1,
three-waltzes,Three Waltzes,Les trois valses,berger-ludwig,1938-12-14,90,France,Musical,http://www.imdb.com/title/tt0030896/?ref_=ttrel_rel_tt,qrS2dTxPx64,Yvonne PRINTEMPS dans le fim TROIS VALSES (1938) extrait,,1,
port-of-call_hamnstad,Port of Call,Hamnstad,bergman-ingmar,1948-10-11,100,Sweden,Drama,http://www.imdb.com/title/tt0040418/?ref_=ttrel_rel_tt,ShjEkHg9oK0,Fragment,,1,
magician_ansiktet,The Magician,Ansiktet,bergman-ingmar,1958-12-26,102,Sweden,Drama,http://www.imdb.com/title/tt0051365/?ref_=ttrel_rel_tt,UBPTo8dQ4lo,The Magician - montage,,1,
shame_skammen,Shame,Skammen,bergman-ingmar,1968-09-28,103,Sweden,War-Drama,http://www.imdb.com/title/tt0063611/?ref_=ttrel_rel_tt,wHpTmZYL9JM,Ingmar Bergman - Shame (1968 film) - The boat sequences,,1,
autumn-sonata_1978,Autumn Sonata,Höstsonaten,bergman-ingmar,1978-10-08,99,Sweden-France-West Germany,Drama,http://www.imdb.com/title/tt0077711/?ref_=ttrel_rel_tt,CxA94uSQ-t0,Autumn Sonata 1978 - Ingrid Bergman Liv Ullmann,,1,
partner_1968,Partner,Partner,bertolucci-bernardo,1968-09-23,105,Italy,Drama,http://www.imdb.com/title/tt0063414/?ref_=ttrel_rel_tt,A2SSJUV_8wY,Bertolucci Partner - mov,,1,
hurt-locker,The Hurt Locker,The Hurt Locker,bigelow-kathryn,2008-09-04,130,USA,Action-Drama-War,http://www.imdb.com/title/tt0887912/?ref_=fn_al_tt_1,AIbFvqFYRT4,Trailer,,1,
pretty-poison_1968,Pretty Poison,Pretty Poison,black-noel,1968-07-19,89,USA,Comedy-Crime-Romance,http://www.imdb.com/title/tt0063456/?ref_=ttrel_rel_tt,w1W8rWTCOTU,Trailer,,1,
always-for-pleasure,Always for Pleasure,Always for Pleasure,blank-les,1978-05-02,58,USA,Documentary,http://www.imdb.com/title/tt0077154/?ref_=fn_tt_tt_1,1Plmw36D-E,Trailer,,1,
block-heads,Block-Heads,Block-Heads,blystone-john-g,1938-08-19,57,USA,Comedy-War,http://www.imdb.com/title/tt0029923/?ref_=ttrel_rel_tt,QEOTyI8gSfM,Block Heads 1938,,1,
buchanan-rides-alone,Buchanan Rides Alone,Buchanan Rides Alone,boetticher-budd,1958-08-01,78,USA,Drama-Western,http://www.imdb.com/title/tt0051437/?ref_=ttrel_rel_tt,rHFFO3qe4Ic,Trailer,,1,
targets_1968,Targets,Targets,bogdanovich-peter,1968-08-13,90,USA,Thriller ,http://www.imdb.com/title/tt0063671/?ref_=ttrel_rel_tt,BMzcionske8,Trailer,,1,
general_1998,The General,The General,boorman-john,1998-05-19,124,UK-Ireland,Biography-Crime-Drama,http://www.imdb.com/title/tt0120706/?ref_=ttrel_rel_tt,srSNhZ8XKnE,Trailer,,1,
street-angel,Street Angel,Street Angel,borzage-frank,1928-04-09,102,USA,Drama,http://www.imdb.com/title/tt0019429/?ref_=ttrel_rel_tt,pvrACUconzM,Street angel (1928) Frank Borzage,,1,
three-comrades_1938,Three Comrades,Three Comrades,borzage-frank,1938-06-02,98,USA,Drama-Romance ,http://www.imdb.com/title/tt0030865/?ref_=ttrel_rel_tt,PVSS9vIv6OY,Trailer,,1,
shining-hour_1938,The Shining Hour,The Shining Hour,borzage-frank,1938-11-18,76,USA,Drama,http://www.imdb.com/title/tt0030743/?ref_=ttrel_rel_tt,MFgXITQjcZA,Trailer,,1,
his-butlers-s-sister,His Butler's Sister,His Butler's Sister,borzage-frank,1943-11-26,94,USA,Comedy-Romance,http://www.imdb.com/title/tt0036001/?ref_=ttrel_rel_tt,beGN_NrLfeI,Deanna Durbin ~ In The Spirit of the Moment [from His Butler's Sister],,1,
moonrise_1948,Moonrise,Moonrise,borzage-frank,1948-10-01,90,USA,Crime-Drama-Film-Noir,http://www.imdb.com/title/tt0040607/?ref_=ttrel_rel_tt,wJ52iwHBlYo,Moonrise - Frank Borzage (1948) - Opening Scene,,1,
slumdog-millionaire,Slumdog Millionaire,Slumdog Millionaire,boyle-danny,2008-08-30,120,UK,Crime-Drama-Romance,http://www.imdb.com/title/tt1010048/?ref_=ttrel_rel_tt,kuSTr48P9mc,Trailer,,1,
angels-of-sin,Angels of Sin,Les anges du péché,bresson-robert,1943-06-23,90,France,Drama,http://www.imdb.com/title/tt0035636/?ref_=ttrel_rel_tt,q_9DmF9sdC4,Les Anges Du Peche - Robert Bresson (1943) - Part 1,,1,
midnight-run,Midnight Run,Midnight Run,brest-martin,1988-07-10,122,USA,Crime-Comedy,http://www.imdb.com/title/tt0095631/?ref_=ttrel_rel_tt,Vg0xgQ_4,Trailer,,1,
sound-and-fury,Sound and Fury,De bruit et de fureur,brisseau-jean-claude,1988-05-01,95,France,Drama,http://www.imdb.com/title/tt0094959/?ref_=ttrel_rel_tt,YhszHmvq5uU,Trailer,,1,
cat-on-a-hot-tin-roof_1958,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,brooks-richard ,1958-09-18,108,USA,Drama,http://www.imdb.com/title/tt0051459/?ref_=ttrel_rel_tt,AzogcorjLOI,Trailer,,1,
killer-of-sheep,Killer of Sheep,Killer of Sheep,burnett-charles,1978-11-14,83,USA,Drama,http://www.imdb.com/title/tt0076263/?ref_=ttrel_rel_tt,XtpbPKOnt6U,Trailer,,1,
pee-wee-s-big-adventure,Pee-wee's Big Adventure,Pee-wee's Big Adventure,burton-tim,1985-07-26,90,USA,Comedy-Adventure-Family,http://www.imdb.com/title/tt0089791/?ref_=ttrel_rel_tt,,,,0,
piano_1993,The Piano,The Piano,campion-jane,1993-05-15,121,New Zealand-Australia-France,History-Drama-Romance,http://www.imdb.com/title/tt0107822/?ref_=ttrel_rel_tt,cyTn4XIYH8M,Trailer,,1,
class_2008,The Class,Entre les murs,cantet-laurent,2008-05-24,128,France,Drama,http://www.imdb.com/title/tt1068646/?ref_=ttrel_rel_tt,lq5qNzm3w-U,Trailer,,1,
you-can-t-take-it-with-you,You Can't Take it with You,You Can't Take it with You,capra-frank,1938-08-31,127,USA,Comedy-Romance,http://www.imdb.com/title/tt0030993/?ref_=ttrel_rel_tt,kYhZaunZ92M,You Can't Take it With You - Hungarian dance,,1,
state-of-the-union,State of the Union,State of the Union,capra-frank,1948-04-22,124,USA,Comedy-Drama,http://www.imdb.com/title/tt0040834/?ref_=ttrel_rel_tt,mn4eS8ih4c,Trailer,,1,
port-of-shadows,Port of Shadows,Le quai des brumes,carne-marcel,1938-05-18,91,France,Drama,http://www.imdb.com/title/tt0030643/?ref_=ttrel_rel_tt,oNXX496tGJE,Trailer,,1,
hotel-du-nord,Hotel du Nord,Hôtel du Nord,carne-marcel,1938-12-18,90,France,Drama,http://www.imdb.com/title/tt0030252/?ref_=ttrel_rel_tt,YTGuHFqiFNY,Trailer,,1,
halloween_1978,Halloween,Halloween,carpenter-john,1978-10-24,93,USA,Horror-Thriller,http://www.imdb.com/title/tt0077651/?ref_=ttrel_rel_tt,n72XUX96078,Trailer,,1,
they-live,They Live,They Live,carpenter-john,1988-11-04,93,USA,Science-Fiction-Thriller-Action,http://www.imdb.com/title/tt0096256/?ref_=ttrel_rel_tt,MgzPDrJmob4,Trailer,,1,
this-boy-s-life,This Boy's Life,This Boy's Life,caton-jones-michael,1993-04-09,115,USA,Biography-Drama,http://www.imdb.com/title/tt0108330/?ref_=ttrel_rel_tt,ChdiJANR4N0,Trailer,,1,
three-monkeys,Three Monkeys,Üç Maymun,ceylan-nuri-bilge,2008-05-16,109,Turkey-France-Italy,Drama,http://www.imdb.com/title/tt1233381/?ref_=ttrel_rel_tt,IRxWapa3Rds,Trailer,,1,
le-beau-serge,Le Beau Serge,Le Beau Serge,chabrol-claude,1958-06-06,98,France,Drama,http://www.imdb.com/title/tt0051404/?ref_=ttrel_rel_tt,6dhfkePzuGA,Trailer,,1,
cairo-station,Cairo Station,Bab el hadid,chahine-youssef,1958-06-30,76,Egypt,Crime-Drama,http://www.imdb.com/title/tt0051390/?ref_=ttrel_rel_tt,JYAG_Gi2iDA,CAIRO STATION,,1,
shoulder-arms,Shoulder Arms,Shoulder Arms,chaplin-charles,1918-10-20,45,USA,Comedy-War,http://www.imdb.com/title/tt0009611/?ref_=ttrel_rel_tt,DreRVw9mXlI,Charlie Chaplin - Disguised as a Tree - Shoulder Arms (clip),,1,
deer-hunter,The Deer Hunter,The Deer Hunter,cimino-michael,1978-12-07,183,USA,War-Drama,http://www.imdb.com/title/tt0077416/?ref_=ttrel_rel_tt,pHe--yMAbAU,Trailer,,1,
paris-asleep,Paris Asleep,Paris qui dort,clair-rene,1924-12-26,35,France,Short-Sci-Fi,http://www.imdb.com/title/tt0015214/?ref_=ttrel_rel_tt,Wcakn-Ruz7g,paris qui dort renè clair 1925 ziZ 2012,,1,
raven_1943,The Raven,Le Corbeau,clouzot-henri-georges,1943-09-27,92,France,Mystery-Drama-Thriller,http://www.imdb.com/title/tt0035753/?ref_=ttrel_rel_tt,IJFNPRr7-HQ,Trailer,,1,
storm-within,Les parents terribles,The Storm Within,cocteau-jean,1948-12-01,95,France,Drama,http://www.imdb.com/title/tt0040682/?ref_=ttrel_rel_tt,NGZimEVoN-U,Trailer,,1,
long-day-s-dying,The Long Day's Dying,The Long Day's Dying,collinson-peter,1968-05-01,95,UK,Drama-War,http://www.imdb.com/title/tt0063237/?ref_=ttrel_rel_tt,gkDy84XDF2I,Trailer,,1,
tombstone_1993,Tombstone,Tombstone,cosmatos-george-p,1993-12-25,130,USA,Western-Biography-Drama,http://www.imdb.com/title/tt0108358/?ref_=ttrel_rel_tt,XTWYKf5hXIg,Trailer,,1,
down-to-earth_1994,Down to Earth,Casa de Lava,costa-pedro,1994-11-13,110,Portugal-France-Germany,Drama,http://www.imdb.com/title/tt0109384/?ref_=ttrel_rel_tt,,,,1,
fiend-without-a-face ,Fiend Without a Face ,Fiend Without a Face ,crabtree-arthur,1958-07-03,75,UK,Horror-Sci-Fi,http://www.imdb.com/title/tt0050393/?ref_=ttrel_rel_tt,rTLRyLnqCH4,Trailer,,1,
fish-called-wanda,A Fish Called Wanda ,A Fish Called Wanda ,crichton-charles,1988-07-06,108,UK,Romance-Crime-Comedy,http://www.imdb.com/title/tt0095159/?ref_=ttrel_rel_tt,eRCQs-nqoYo,Trailer,,1,
dead-ringers_1988,Dead Ringers,Dead Ringers,cronenberg-david,1988-09-07,115,Canada,Thriller-Horror-Drama,http://www.imdb.com/title/tt0094964/?ref_=ttrel_rel_tt,ZHbu3msmes,Trailer,,1,
holiday_1938,Holiday,Holiday,cukor-george,1938-05-24,93,USA,Comedy,http://www.imdb.com/title/tt0030241/?ref_=ttrel_rel_tt,ziEQlasGhV8,"""You'd better run on down now"" - Katharine Hepburn and Cary Grant dance in the new year",,1,
angels-with-dirty-faces,Angels with Dirty Faces,Angels with Dirty Faces,curtiz-michael,1938-11-26,97,USA,Crime,http://www.imdb.com/title/tt0029870/?ref_=ttrel_rel_tt,2FiBruBgsHg,Trailer,,1,
king-creole,King Creole,King Creole,curtiz-michael,1958-07-02,116,USA,Musical-Drama-Crime,http://www.imdb.com/title/tt0051818/?ref_=ttrel_rel_tt,fy3juYtrhGU,Trailer,,1,
adventures-of-robin-hood,The Adventures of Robin Hood,The Adventures of Robin Hood,curtiz-michael keighley-william,1938-05-13,102,USA,Adventure,http://www.imdb.com/title/tt0029843/?ref_=ttrel_rel_tt,n3hDAaxHNjs,Trailer,,1,
auntie-mame,Auntie Mame,Auntie Mame,da-costa-morton ,1958-12-04,143,USA,Comedy-Drama-Romance,http://www.imdb.com/title/tt0051383/?ref_=ttrel_rel_tt,2gsRMtl70aQ,Trailer,,1,
red-rock-west,Red Rock West,Red Rock West,dahl-john,1993-05-14,98,USA,Thriller-Crime,http://www.imdb.com/title/tt0105226/?ref_=ttrel_rel_tt,rqlGO7rYhwY,Trailer,,1,
distant-voices_still-lives,Distant Voices  Still Lives,Distant Voices  Still Lives,davies-terence,1988-05-12,85,UK,Drama,http://www.imdb.com/title/tt0095037/?ref_=ttrel_rel_tt,et-x9DP56XE,Trailer,,1,
of-time-and-the-city,Of Time and the City,Of Time and the City,davies-terence,2008-05-19,74,UK,Documentary-Biography ,http://www.imdb.com/title/tt1232790/?ref_=ttrel_rel_tt,RHF3FR1IWUw,Trailer,,1,
haunted-strangler,The Haunted Strangler,Grip of the Strangler,day-robert,1958-07-03,78,UK,Crime-Mystery-Horror,http://www.imdb.com/title/tt0051706/?ref_=ttrel_rel_tt,RT5JJevROdg,Trailer,,1,
electric-hotel,The Electric Hotel,El Hotel eléctrico,de-chomon-segundo,1908-10-31,8,Spain-France,Short,http://www.imdb.com/title/tt0000516/?ref_=ttrel_rel_tt,V9reDgU4VpI,Segundo de Chomón - Electric Hotel (1908),,1,
carlito-s-way,Carlito's Way,Carlito's Way,de-palma-brian,1993-11-07,144,USA,Drama-Crime,http://www.imdb.com/title/tt0106519/?ref_=fn_al_tt_1,omqsrminbfs,Trailer,,1,
bicycle-thieves,Bicycle Thieves,Ladri di biciclette,de-sica-vittorio,1948-11-23,90,Italy,Drama,http://www.imdb.com/title/tt0040522/?ref_=ttrel_rel_tt,oqib1EaY5G8,Trailer,,1,
pitfall_1948,Pitfall,Pitfall,de-toth-andre,1948-08-11,86,USA,Crime-Film-Noir-Thriller ,http://www.imdb.com/title/tt0040695/?ref_=ttrel_rel_tt,v5IBCzVDgPI,Trailer,,1,
saraband-for-dead-lovers,Saraband for Dead Lovers,Saraband for Dead Lovers,dearden-basil,1948-09-08,96,UK,Biography-Drama-History,http://www.imdb.com/title/tt0040758/?ref_=ttrel_rel_tt,3l16xwZoUo,Trailer,,1,
eternal-return_1943,"The Eternal Return,",L'éternel retour,delannoy-jean,1943-10-13,107,France,Drama-Romance,http://www.imdb.com/title/tt0036566/?ref_=ttrel_rel_tt,UFvMOjR5umQ,Trailer,,1,
married-to-the-mob,Married to the Mob,Married to the Mob,demme-jonathan,1988-08-11,104,USA,Comedy-Crime-Romance,http://www.imdb.com/title/tt0095593/?ref_=ttrel_rel_tt,_rt6ehpAh3s,Trailer,,1,
philadelphia_1993,Philadelphia,Philadelphia,demme-jonathan,1993-12-14,125,USA,Drama,http://www.imdb.com/title/tt0107818/?ref_=ttrel_rel_tt,l433n5zAxAU,Trailer,,1,
rachel-getting-married,Rachel Getting Married,Rachel Getting Married,demme-jonathan,2008-09-03,113,USA,Drama-Romance ,http://www.imdb.com/title/tt1084950/?ref_=ttrel_rel_tt,hu2oziH7His,Trailer,,1,
chocolat_1988,Chocolat ,Chocolate,denis-claire,1988-05-18,105,France,Drama,http://www.imdb.com/title/tt0094868/?ref_=ttrel_rel_tt,4WZtz0pjEbY,Chocolat Shower Scene,,1,
35-rhums,35 Shots of Rum,35 rhums,denis-claire,2008-09-01,101,France-Germany,Drama,http://www.imdb.com/title/tt1100048/?ref_=ttrel_rel_tt,PPDvNGruo2Y,Trailer,,1,
christmas-tale_2008,A Christmas Tale,Un conte de Noël,desplechin-arnaud,2008-05-16,150,France,Comedy-Drama,http://www.imdb.com/title/tt0993789/?ref_=ttrel_rel_tt,Hyqioj2GNbQ,Trailer,,1,
dossier-51,Dossier 51,Le dossier 51,deville-michel,1978-05-21,108,France-West Germany,Crime-Drama,http://www.imdb.com/title/tt0176666/?ref_=ttrel_rel_tt,kTXiEA8xAYE,Trailer,,1,
devil-and-daniel-webster,The Devil and Daniel Webster,All That Money Can Buy,dieterle-william,1941-10-16,107,USA,Comedy-Drama-Fantasy,http://www.imdb.com/title/tt0033532/?ref_=ttrel_rel_tt,,,,0,
portrait-of-jennie,Portrait of Jennie,Portrait of Jennie,dieterle-william,1948-12-24,86,USA,Romance-Fantasy-Mystery,http://www.imdb.com/title/tt0040705/?ref_=ttrel_rel_tt,1tWmp0VsIDg,Trailer,,1,
warlock_1959,Warlock,Warlock,dmytryk-edward,1959-04-01,121,USA,Western,http://www.imdb.com/title/tt0053434/?ref_=ttrel_rel_tt,,,,0,
superman_1978,Superman,Superman,donner-richard,1978-12-10,143,USA,Science-Fiction-Action-Adventure,http://www.imdb.com/title/tt0078346/?ref_=ttrel_rel_tt,grO4OcJ6cgY,Trailer,,1,
apartment-zero,Apartment Zero,Apartment Zero,donovan-martin,1988-09-30,124,UK,Drama-Thriller,http://www.imdb.com/title/tt0094667/?ref_=ttrel_rel_tt,sooiDCFtzS0,Apartment Zero - part 1,,1,
childhood-of-maxim-gorky,The Childhood of Maxim Gorky,Detstvo Gorkogo,donskoi-mark,1938-06-17,99,USSR,Drama-Biography,http://www.imdb.com/title/tt0030055/?ref_=ttrel_rel_tt,ADcqytnvZls,The Childhood of Maxim Gorky (1938) movie,,1,
zvenigora,Zvenigora,Zvenigora,dovzhenko-alexander,1928-04-12,90,USSR,Drama,http://www.imdb.com/title/tt0019611/?ref_=ttrel_rel_tt,4PDjyzUjbuo,Fragment,,1,
no-more-excuses,No More Excuses,No More Excuses,downey-sr-robert,1968-05-21,62,USA,Comedy,http://www.imdb.com/title/tt0251300/?ref_=ttrel_rel_tt,d_kd044Ca0M,Robert Downey Sr. and Paul Thomas Anderson on No More Excuses - criterioncollection,,1,
passion-of-joan-of-arc,The Passion of Joan of Arc,La passion de Jeanne d'Arc,dreyer-carl-theodor,1928-04-21,110,France,History-Drama-Biography,http://www.imdb.com/title/tt0019254/?ref_=ttrel_rel_tt,C4_KDf4xhU8,The Passion of Joan of Arc - Has God Made You Promises?,,1,
day-of-wrath,Day of Wrath,Vredens dag,dreyer-carl-theodor,1943-11-12,110,Denmark,Drama,http://www.imdb.com/title/tt0036506/?ref_=ttrel_rel_tt,YUuvhGg5ZN8,"""Dies irae"" di Carl Theodor Dreyer (1943)",,1,
they-caught-the-ferry,They Caught the Ferry,De nåede færgen,dreyer-carl-theodor,1948-05-12,11,Denmark,Short,http://www.imdb.com/title/tt0040275/?ref_=ttrel_rel_tt,hLltZFtRm-k,De nåede færgen - Carl Theodor Dreyer - 1948 (They Caught the Ferry),,1,
yellow-submarine,Yellow Submarine,Yellow Submarine,dunning-george,1968-07-16,85,UK,Musical-Animated-Adventure,http://www.imdb.com/title/tt0063823/?ref_=ttrel_rel_tt,vefJAtG-ZKI,Trailer,,1,
bird_1988,Bird,Bird,eastwood-clint,1988-05-21,160,USA,Biography-Drama-Music,http://www.imdb.com/title/tt0094747/?ref_=ttrel_rel_tt,Tl0jBqqqxuY,Trailer,,1,
perfect-world_1993,A Perfect World,A Perfect World,eastwood-clint,1993-11-24,137,USA,Drama-Crime,http://www.imdb.com/title/tt0107808/?ref_=ttrel_rel_tt,_Qm-UhA3b4g,Trailer,,1,
gran-torino,Gran Torino,Gran Torino,eastwood-clint,2008-12-09,116,USA,Drama,http://www.imdb.com/title/tt1205489/?ref_=ttrel_rel_tt,RMhbr2XQblk,Trailer,,1,
party_1968,The Party,The Party,edwards-blake,1968-04-03,99,USA,Comedy,http://www.imdb.com/title/tt0063415/?ref_=ttrel_rel_tt,SU9s8L7Sewg,Trailer,,1,
calendar_1993,Calendar,Calendar,egoyan-atom,1993-06-03,75,Canada-Armenia-Germany,Drama,http://www.imdb.com/title/tt0106504/?ref_=ttrel_rel_tt,6MXOy5hJLOU,Calendar | Օրացույց,,1,
alexander-nevsky,Alexander Nevsky,Aleksandr Nevskiy,eisenstein-sergei,1938-11-25,107,USSR,War-History-Biography,http://www.imdb.com/title/tt0029850/?ref_=ttrel_rel_tt,LpVtoUFKZ7w,Alexander Nevsky (1938) movie,,1,
sleepless-in-seattle,Sleepless in Seattle,Sleepless in Seattle,ephron-nora,1993-06-25,104,USA,Romance-Comedy,http://www.imdb.com/title/tt0108160/?ref_=ttrel_rel_tt,/-Lj2U-cmyek,Trailer,,1,
fall-of-the-house-of-usher_1928,The Fall of the House of Usher,La chute de la maison Usher,epstein-jean,1928-10-05,63,France,Drama-Horror,http://www.imdb.com/title/tt0018770/?ref_=ttrel_rel_tt,wyhLYIk_E_E,Jean Epstein - La Chute de la maison Usher (1928),,1,
there-s-something-about-mary,There's Something About Mary,There's Something About Mary,farrelly-bob  farrelly-peter,1998-07-15,119,USA,Romance-Comedy,http://www.imdb.com/title/tt0129387/?ref_=ttrel_rel_tt,eGjXwDYpOLE,Trailer,,1,
in-a-year-with-13-moons,In a Year with 13 Moons,In einem Jahr mit 13 Monden,fassbinder-rainer-werner,1978-11-16,129,West Germany,Drama,http://www.imdb.com/title/tt0077729/?ref_=ttrel_rel_tt,pgIRp941Yso,Rainer Werner Fassbinder - In a Year of 13 Moons (excerpt),,1,
lonesome_1928,Lonesome,Lonesome,fejos-pal,1928-06-20,69,USA,Romance-Drama-Comedy,http://www.imdb.com/title/tt0019109/?ref_=ttrel_rel_tt,dDiprtvbp9Y,A few moments from LONESOME (1928),,1,
orchestra-rehearsal,Orchestra Rehearsal,Prova d'orchestra,fellini-federico,1978-12-04,70,Italy-West Germany,Comedy-Drama-Music,http://www.imdb.com/title/tt0079759/?ref_=ttrel_rel_tt,sF9Xqa5wt-o,Federico Fellini - Prova d'orchestra (excerpt),,1,
life-head_1958,Life Ahead,La vida por delante,fernan-gomez-fernando,1958-09-15,90,Spain,Comedy ,http://www.imdb.com/title/tt0051163/?ref_=ttrel_rel_tt,ooyp_Uwp4uU,La vida por delante [1958],,1,
new-rose-hotel,New Rose Hotel,New Rose Hotel,ferrara-abel,1998-09-09,93,USA,Drama-Mystery-Science-Fiction,http://www.imdb.com/title/tt0133122/?ref_=ttrel_rel_tt,yVGJvrnm6hs,Trailer,,1,
big-feast_la-grande-bouffe,The Big Feast,La grande bouffe,ferreri-marco,1973-05-21,125,France-Italy,Drama-Comedy,http://www.imdb.com/title/tt0070130/?ref_=ttrel_rel_tt,cuqZlOHnJNw,Trailer,,0,
